id,text,tweet_len,text_links,text_newline,text_punct,text_token,text_stop,token_bigrams,token_trigrams,sentiment,value
tsunamitropical,"RT @RWPUSA: Did @realdonaldtrump think he was recruiting for a basketball team? 

Trump may have replaced Fed chief due to her height | The…",140,"RT @RWPUSA: Did @realdonaldtrump think he was recruiting for a basketball team? 

Trump may have replaced Fed chief due to her height | The…",RT @RWPUSA: Did @realdonaldtrump think he was recruiting for a basketball team? Trump may have replaced Fed chief due to her height | The…,RT @RWPUSA Did @realdonaldtrump think he was recruiting for a basketball team Trump may have replaced Fed chief due to her height  The…,"['RT', '@RWPUSA', 'Did', '@realdonaldtrump', 'think', 'he', 'was', 'recruiting', 'for', 'a', 'basketball', 'team', 'Trump', 'may', 'have', 'replaced', 'Fed', 'chief', 'due', 'to', 'her', 'height', '', 'The…']",RT @RWPUSA Did @realdonaldtrump think recruiting basketball team Trump may replaced Fed chief due height  The…,"[('RT', '@RWPUSA'), ('@RWPUSA', 'Did'), ('Did', '@realdonaldtrump'), ('@realdonaldtrump', 'think'), ('think', 'he'), ('he', 'was'), ('was', 'recruiting'), ('recruiting', 'for'), ('for', 'a'), ('a', 'basketball'), ('basketball', 'team'), ('team', 'Trump'), ('Trump', 'may'), ('may', 'have'), ('have', 'replaced'), ('replaced', 'Fed'), ('Fed', 'chief'), ('chief', 'due'), ('due', 'to'), ('to', 'her'), ('her', 'height'), ('height', ''), ('', 'The…')]","[('RT', '@RWPUSA', 'Did'), ('@RWPUSA', 'Did', '@realdonaldtrump'), ('Did', '@realdonaldtrump', 'think'), ('@realdonaldtrump', 'think', 'he'), ('think', 'he', 'was'), ('he', 'was', 'recruiting'), ('was', 'recruiting', 'for'), ('recruiting', 'for', 'a'), ('for', 'a', 'basketball'), ('a', 'basketball', 'team'), ('basketball', 'team', 'Trump'), ('team', 'Trump', 'may'), ('Trump', 'may', 'have'), ('may', 'have', 'replaced'), ('have', 'replaced', 'Fed'), ('replaced', 'Fed', 'chief'), ('Fed', 'chief', 'due'), ('chief', 'due', 'to'), ('due', 'to', 'her'), ('to', 'her', 'height'), ('her', 'height', ''), ('height', '', 'The…')]",Negative,1
24baseballReed,"RT @ReneeLibby2: Trump must be really jealous that Bush 41 is grabbing the headlines today.
He has Kellyanne Conway on emergency speed dial…",140,"RT @ReneeLibby2: Trump must be really jealous that Bush 41 is grabbing the headlines today.
He has Kellyanne Conway on emergency speed dial…",RT @ReneeLibby2: Trump must be really jealous that Bush 41 is grabbing the headlines today.He has Kellyanne Conway on emergency speed dial…,RT @ReneeLibby2 Trump must be really jealous that Bush 41 is grabbing the headlines todayHe has Kellyanne Conway on emergency speed dial…,"['RT', '@ReneeLibby2', 'Trump', 'must', 'be', 'really', 'jealous', 'that', 'Bush', '41', 'is', 'grabbing', 'the', 'headlines', 'todayHe', 'has', 'Kellyanne', 'Conway', 'on', 'emergency', 'speed', 'dial…']",RT @ReneeLibby2 Trump must really jealous Bush 41 grabbing headlines todayHe Kellyanne Conway emergency speed dial…,"[('RT', '@ReneeLibby2'), ('@ReneeLibby2', 'Trump'), ('Trump', 'must'), ('must', 'be'), ('be', 'really'), ('really', 'jealous'), ('jealous', 'that'), ('that', 'Bush'), ('Bush', '41'), ('41', 'is'), ('is', 'grabbing'), ('grabbing', 'the'), ('the', 'headlines'), ('headlines', 'todayHe'), ('todayHe', 'has'), ('has', 'Kellyanne'), ('Kellyanne', 'Conway'), ('Conway', 'on'), ('on', 'emergency'), ('emergency', 'speed'), ('speed', 'dial…')]","[('RT', '@ReneeLibby2', 'Trump'), ('@ReneeLibby2', 'Trump', 'must'), ('Trump', 'must', 'be'), ('must', 'be', 'really'), ('be', 'really', 'jealous'), ('really', 'jealous', 'that'), ('jealous', 'that', 'Bush'), ('that', 'Bush', '41'), ('Bush', '41', 'is'), ('41', 'is', 'grabbing'), ('is', 'grabbing', 'the'), ('grabbing', 'the', 'headlines'), ('the', 'headlines', 'todayHe'), ('headlines', 'todayHe', 'has'), ('todayHe', 'has', 'Kellyanne'), ('has', 'Kellyanne', 'Conway'), ('Kellyanne', 'Conway', 'on'), ('Conway', 'on', 'emergency'), ('on', 'emergency', 'speed'), ('emergency', 'speed', 'dial…')]",Negative,1
justinenlawson,RT @ananavarro: “No. No. Really. It was hilarious. He lived and worked in the US.  I sent a team. They tortured him. They bled him dry. The…,140,RT @ananavarro: “No. No. Really. It was hilarious. He lived and worked in the US.  I sent a team. They tortured him. They bled him dry. The…,RT @ananavarro: “No. No. Really. It was hilarious. He lived and worked in the US.  I sent a team. They tortured him. They bled him dry. The…,RT @ananavarro No No Really It was hilarious He lived and worked in the US  I sent a team They tortured him They bled him dry The…,"['RT', '@ananavarro', 'No', 'No', 'Really', 'It', 'was', 'hilarious', 'He', 'lived', 'and', 'worked', 'in', 'the', 'US', '', 'I', 'sent', 'a', 'team', 'They', 'tortured', 'him', 'They', 'bled', 'him', 'dry', 'The…']",RT @ananavarro No No Really It hilarious He lived worked US  I sent team They tortured They bled dry The…,"[('RT', '@ananavarro'), ('@ananavarro', 'No'), ('No', 'No'), ('No', 'Really'), ('Really', 'It'), ('It', 'was'), ('was', 'hilarious'), ('hilarious', 'He'), ('He', 'lived'), ('lived', 'and'), ('and', 'worked'), ('worked', 'in'), ('in', 'the'), ('the', 'US'), ('US', ''), ('', 'I'), ('I', 'sent'), ('sent', 'a'), ('a', 'team'), ('team', 'They'), ('They', 'tortured'), ('tortured', 'him'), ('him', 'They'), ('They', 'bled'), ('bled', 'him'), ('him', 'dry'), ('dry', 'The…')]","[('RT', '@ananavarro', 'No'), ('@ananavarro', 'No', 'No'), ('No', 'No', 'Really'), ('No', 'Really', 'It'), ('Really', 'It', 'was'), ('It', 'was', 'hilarious'), ('was', 'hilarious', 'He'), ('hilarious', 'He', 'lived'), ('He', 'lived', 'and'), ('lived', 'and', 'worked'), ('and', 'worked', 'in'), ('worked', 'in', 'the'), ('in', 'the', 'US'), ('the', 'US', ''), ('US', '', 'I'), ('', 'I', 'sent'), ('I', 'sent', 'a'), ('sent', 'a', 'team'), ('a', 'team', 'They'), ('team', 'They', 'tortured'), ('They', 'tortured', 'him'), ('tortured', 'him', 'They'), ('him', 'They', 'bled'), ('They', 'bled', 'him'), ('bled', 'him', 'dry'), ('him', 'dry', 'The…')]",Negative,1
GreggMJackson,"@GolfChannel @GolfCentral @MichiganPodcast @DanHicksNBC @thebillybush
@wordonpolitics @Franklin_Graham… https://t.co/s3sCfqJpCd",127,"@GolfChannel @GolfCentral @MichiganPodcast @DanHicksNBC @thebillybush
@wordonpolitics @Franklin_Graham… ",@GolfChannel @GolfCentral @MichiganPodcast @DanHicksNBC @thebillybush@wordonpolitics @Franklin_Graham… ,@GolfChannel @GolfCentral @MichiganPodcast @DanHicksNBC @thebillybush@wordonpolitics @FranklinGraham… ,"['@GolfChannel', '@GolfCentral', '@MichiganPodcast', '@DanHicksNBC', '@thebillybush@wordonpolitics', '@FranklinGraham…', '']",@GolfChannel @GolfCentral @MichiganPodcast @DanHicksNBC @thebillybush@wordonpolitics @FranklinGraham… ,"[('@GolfChannel', '@GolfCentral'), ('@GolfCentral', '@MichiganPodcast'), ('@MichiganPodcast', '@DanHicksNBC'), ('@DanHicksNBC', '@thebillybush@wordonpolitics'), ('@thebillybush@wordonpolitics', '@FranklinGraham…'), ('@FranklinGraham…', '')]","[('@GolfChannel', '@GolfCentral', '@MichiganPodcast'), ('@GolfCentral', '@MichiganPodcast', '@DanHicksNBC'), ('@MichiganPodcast', '@DanHicksNBC', '@thebillybush@wordonpolitics'), ('@DanHicksNBC', '@thebillybush@wordonpolitics', '@FranklinGraham…'), ('@thebillybush@wordonpolitics', '@FranklinGraham…', '')]",Negative,1
QveenJoan,"RT @DemWrite: This is a REALLY important thread from @benwikler. All eyes on Wisconsin through next Tuesday, when the GOP-led state legisla…",140,"RT @DemWrite: This is a REALLY important thread from @benwikler. All eyes on Wisconsin through next Tuesday, when the GOP-led state legisla…","RT @DemWrite: This is a REALLY important thread from @benwikler. All eyes on Wisconsin through next Tuesday, when the GOP-led state legisla…",RT @DemWrite This is a REALLY important thread from @benwikler All eyes on Wisconsin through next Tuesday when the GOPled state legisla…,"['RT', '@DemWrite', 'This', 'is', 'a', 'REALLY', 'important', 'thread', 'from', '@benwikler', 'All', 'eyes', 'on', 'Wisconsin', 'through', 'next', 'Tuesday', 'when', 'the', 'GOPled', 'state', 'legisla…']",RT @DemWrite This REALLY important thread @benwikler All eyes Wisconsin next Tuesday GOPled state legisla…,"[('RT', '@DemWrite'), ('@DemWrite', 'This'), ('This', 'is'), ('is', 'a'), ('a', 'REALLY'), ('REALLY', 'important'), ('important', 'thread'), ('thread', 'from'), ('from', '@benwikler'), ('@benwikler', 'All'), ('All', 'eyes'), ('eyes', 'on'), ('on', 'Wisconsin'), ('Wisconsin', 'through'), ('through', 'next'), ('next', 'Tuesday'), ('Tuesday', 'when'), ('when', 'the'), ('the', 'GOPled'), ('GOPled', 'state'), ('state', 'legisla…')]","[('RT', '@DemWrite', 'This'), ('@DemWrite', 'This', 'is'), ('This', 'is', 'a'), ('is', 'a', 'REALLY'), ('a', 'REALLY', 'important'), ('REALLY', 'important', 'thread'), ('important', 'thread', 'from'), ('thread', 'from', '@benwikler'), ('from', '@benwikler', 'All'), ('@benwikler', 'All', 'eyes'), ('All', 'eyes', 'on'), ('eyes', 'on', 'Wisconsin'), ('on', 'Wisconsin', 'through'), ('Wisconsin', 'through', 'next'), ('through', 'next', 'Tuesday'), ('next', 'Tuesday', 'when'), ('Tuesday', 'when', 'the'), ('when', 'the', 'GOPled'), ('the', 'GOPled', 'state'), ('GOPled', 'state', 'legisla…')]",Negative,1
GarldineP,"RT @mkraju: Late tonight, more big Michael Cohen news. New court filing says he kept Trump apprised of his communications regarding Trump T…",140,"RT @mkraju: Late tonight, more big Michael Cohen news. New court filing says he kept Trump apprised of his communications regarding Trump T…","RT @mkraju: Late tonight, more big Michael Cohen news. New court filing says he kept Trump apprised of his communications regarding Trump T…",RT @mkraju Late tonight more big Michael Cohen news New court filing says he kept Trump apprised of his communications regarding Trump T…,"['RT', '@mkraju', 'Late', 'tonight', 'more', 'big', 'Michael', 'Cohen', 'news', 'New', 'court', 'filing', 'says', 'he', 'kept', 'Trump', 'apprised', 'of', 'his', 'communications', 'regarding', 'Trump', 'T…']",RT @mkraju Late tonight big Michael Cohen news New court filing says kept Trump apprised communications regarding Trump T…,"[('RT', '@mkraju'), ('@mkraju', 'Late'), ('Late', 'tonight'), ('tonight', 'more'), ('more', 'big'), ('big', 'Michael'), ('Michael', 'Cohen'), ('Cohen', 'news'), ('news', 'New'), ('New', 'court'), ('court', 'filing'), ('filing', 'says'), ('says', 'he'), ('he', 'kept'), ('kept', 'Trump'), ('Trump', 'apprised'), ('apprised', 'of'), ('of', 'his'), ('his', 'communications'), ('communications', 'regarding'), ('regarding', 'Trump'), ('Trump', 'T…')]","[('RT', '@mkraju', 'Late'), ('@mkraju', 'Late', 'tonight'), ('Late', 'tonight', 'more'), ('tonight', 'more', 'big'), ('more', 'big', 'Michael'), ('big', 'Michael', 'Cohen'), ('Michael', 'Cohen', 'news'), ('Cohen', 'news', 'New'), ('news', 'New', 'court'), ('New', 'court', 'filing'), ('court', 'filing', 'says'), ('filing', 'says', 'he'), ('says', 'he', 'kept'), ('he', 'kept', 'Trump'), ('kept', 'Trump', 'apprised'), ('Trump', 'apprised', 'of'), ('apprised', 'of', 'his'), ('of', 'his', 'communications'), ('his', 'communications', 'regarding'), ('communications', 'regarding', 'Trump'), ('regarding', 'Trump', 'T…')]",Negative,1
RandyDiller,@jdbalart @TelemundoNews Jose I remember when Donald Trump threw you out of a press conference very early for askin… https://t.co/bTIrgRn8QK,140,@jdbalart @TelemundoNews Jose I remember when Donald Trump threw you out of a press conference very early for askin… ,@jdbalart @TelemundoNews Jose I remember when Donald Trump threw you out of a press conference very early for askin… ,@jdbalart @TelemundoNews Jose I remember when Donald Trump threw you out of a press conference very early for askin… ,"['@jdbalart', '@TelemundoNews', 'Jose', 'I', 'remember', 'when', 'Donald', 'Trump', 'threw', 'you', 'out', 'of', 'a', 'press', 'conference', 'very', 'early', 'for', 'askin…', '']",@jdbalart @TelemundoNews Jose I remember Donald Trump threw press conference early askin… ,"[('@jdbalart', '@TelemundoNews'), ('@TelemundoNews', 'Jose'), ('Jose', 'I'), ('I', 'remember'), ('remember', 'when'), ('when', 'Donald'), ('Donald', 'Trump'), ('Trump', 'threw'), ('threw', 'you'), ('you', 'out'), ('out', 'of'), ('of', 'a'), ('a', 'press'), ('press', 'conference'), ('conference', 'very'), ('very', 'early'), ('early', 'for'), ('for', 'askin…'), ('askin…', '')]","[('@jdbalart', '@TelemundoNews', 'Jose'), ('@TelemundoNews', 'Jose', 'I'), ('Jose', 'I', 'remember'), ('I', 'remember', 'when'), ('remember', 'when', 'Donald'), ('when', 'Donald', 'Trump'), ('Donald', 'Trump', 'threw'), ('Trump', 'threw', 'you'), ('threw', 'you', 'out'), ('you', 'out', 'of'), ('out', 'of', 'a'), ('of', 'a', 'press'), ('a', 'press', 'conference'), ('press', 'conference', 'very'), ('conference', 'very', 'early'), ('very', 'early', 'for'), ('early', 'for', 'askin…'), ('for', 'askin…', '')]",Negative,1
PeanutBrittle13,"RT @MuhammadLila: The exact moment when Canada's Prime Minister referred to President Trump as ""Donald"" in public - something he reportedly…",140,"RT @MuhammadLila: The exact moment when Canada's Prime Minister referred to President Trump as ""Donald"" in public - something he reportedly…","RT @MuhammadLila: The exact moment when Canada's Prime Minister referred to President Trump as ""Donald"" in public - something he reportedly…",RT @MuhammadLila The exact moment when Canadas Prime Minister referred to President Trump as Donald in public  something he reportedly…,"['RT', '@MuhammadLila', 'The', 'exact', 'moment', 'when', 'Canadas', 'Prime', 'Minister', 'referred', 'to', 'President', 'Trump', 'as', 'Donald', 'in', 'public', '', 'something', 'he', 'reportedly…']",RT @MuhammadLila The exact moment Canadas Prime Minister referred President Trump Donald public  something reportedly…,"[('RT', '@MuhammadLila'), ('@MuhammadLila', 'The'), ('The', 'exact'), ('exact', 'moment'), ('moment', 'when'), ('when', 'Canadas'), ('Canadas', 'Prime'), ('Prime', 'Minister'), ('Minister', 'referred'), ('referred', 'to'), ('to', 'President'), ('President', 'Trump'), ('Trump', 'as'), ('as', 'Donald'), ('Donald', 'in'), ('in', 'public'), ('public', ''), ('', 'something'), ('something', 'he'), ('he', 'reportedly…')]","[('RT', '@MuhammadLila', 'The'), ('@MuhammadLila', 'The', 'exact'), ('The', 'exact', 'moment'), ('exact', 'moment', 'when'), ('moment', 'when', 'Canadas'), ('when', 'Canadas', 'Prime'), ('Canadas', 'Prime', 'Minister'), ('Prime', 'Minister', 'referred'), ('Minister', 'referred', 'to'), ('referred', 'to', 'President'), ('to', 'President', 'Trump'), ('President', 'Trump', 'as'), ('Trump', 'as', 'Donald'), ('as', 'Donald', 'in'), ('Donald', 'in', 'public'), ('in', 'public', ''), ('public', '', 'something'), ('', 'something', 'he'), ('something', 'he', 'reportedly…')]",Negative,1
onceuponattimei,RT @hero4hire4: Globalist Macron Threatens ‘Tropical Trump’ over Climate Change https://t.co/qC1Ddgpldy,103,RT @hero4hire4: Globalist Macron Threatens ‘Tropical Trump’ over Climate Change ,RT @hero4hire4: Globalist Macron Threatens ‘Tropical Trump’ over Climate Change ,RT @hero4hire4 Globalist Macron Threatens ‘Tropical Trump’ over Climate Change ,"['RT', '@hero4hire4', 'Globalist', 'Macron', 'Threatens', '‘Tropical', 'Trump’', 'over', 'Climate', 'Change', '']",RT @hero4hire4 Globalist Macron Threatens ‘Tropical Trump’ Climate Change ,"[('RT', '@hero4hire4'), ('@hero4hire4', 'Globalist'), ('Globalist', 'Macron'), ('Macron', 'Threatens'), ('Threatens', '‘Tropical'), ('‘Tropical', 'Trump’'), ('Trump’', 'over'), ('over', 'Climate'), ('Climate', 'Change'), ('Change', '')]","[('RT', '@hero4hire4', 'Globalist'), ('@hero4hire4', 'Globalist', 'Macron'), ('Globalist', 'Macron', 'Threatens'), ('Macron', 'Threatens', '‘Tropical'), ('Threatens', '‘Tropical', 'Trump’'), ('‘Tropical', 'Trump’', 'over'), ('Trump’', 'over', 'Climate'), ('over', 'Climate', 'Change'), ('Climate', 'Change', '')]",Negative,1
cheryl_boyles,"RT @sltrib: Luis Gustavo Lopez, 18, is in intensive care after a man walked into his family's tire shop, said “I’m here to kill a Mexican,”…",140,"RT @sltrib: Luis Gustavo Lopez, 18, is in intensive care after a man walked into his family's tire shop, said “I’m here to kill a Mexican,”…","RT @sltrib: Luis Gustavo Lopez, 18, is in intensive care after a man walked into his family's tire shop, said “I’m here to kill a Mexican,”…",RT @sltrib Luis Gustavo Lopez 18 is in intensive care after a man walked into his familys tire shop said I’m here to kill a Mexican”…,"['RT', '@sltrib', 'Luis', 'Gustavo', 'Lopez', '18', 'is', 'in', 'intensive', 'care', 'after', 'a', 'man', 'walked', 'into', 'his', 'familys', 'tire', 'shop', 'said', 'I’m', 'here', 'to', 'kill', 'a', 'Mexican”…']",RT @sltrib Luis Gustavo Lopez 18 intensive care man walked familys tire shop said I’m kill Mexican”…,"[('RT', '@sltrib'), ('@sltrib', 'Luis'), ('Luis', 'Gustavo'), ('Gustavo', 'Lopez'), ('Lopez', '18'), ('18', 'is'), ('is', 'in'), ('in', 'intensive'), ('intensive', 'care'), ('care', 'after'), ('after', 'a'), ('a', 'man'), ('man', 'walked'), ('walked', 'into'), ('into', 'his'), ('his', 'familys'), ('familys', 'tire'), ('tire', 'shop'), ('shop', 'said'), ('said', 'I’m'), ('I’m', 'here'), ('here', 'to'), ('to', 'kill'), ('kill', 'a'), ('a', 'Mexican”…')]","[('RT', '@sltrib', 'Luis'), ('@sltrib', 'Luis', 'Gustavo'), ('Luis', 'Gustavo', 'Lopez'), ('Gustavo', 'Lopez', '18'), ('Lopez', '18', 'is'), ('18', 'is', 'in'), ('is', 'in', 'intensive'), ('in', 'intensive', 'care'), ('intensive', 'care', 'after'), ('care', 'after', 'a'), ('after', 'a', 'man'), ('a', 'man', 'walked'), ('man', 'walked', 'into'), ('walked', 'into', 'his'), ('into', 'his', 'familys'), ('his', 'familys', 'tire'), ('familys', 'tire', 'shop'), ('tire', 'shop', 'said'), ('shop', 'said', 'I’m'), ('said', 'I’m', 'here'), ('I’m', 'here', 'to'), ('here', 'to', 'kill'), ('to', 'kill', 'a'), ('kill', 'a', 'Mexican”…')]",Negative,1
Erik_H526,RT @HAGOODMANAUTHOR: SHARE!!!!!!!!!!!!!!!! EVERYWHERE! #TRUMP #MUELLER #MATTHEWWHITAKER #CLINTONEMAILS #CLINTONFOUNDATION PAY TO PLAY TESTI…,140,RT @HAGOODMANAUTHOR: SHARE!!!!!!!!!!!!!!!! EVERYWHERE! #TRUMP #MUELLER #MATTHEWWHITAKER #CLINTONEMAILS #CLINTONFOUNDATION PAY TO PLAY TESTI…,RT @HAGOODMANAUTHOR: SHARE!!!!!!!!!!!!!!!! EVERYWHERE! #TRUMP #MUELLER #MATTHEWWHITAKER #CLINTONEMAILS #CLINTONFOUNDATION PAY TO PLAY TESTI…,RT @HAGOODMANAUTHOR SHARE EVERYWHERE #TRUMP #MUELLER #MATTHEWWHITAKER #CLINTONEMAILS #CLINTONFOUNDATION PAY TO PLAY TESTI…,"['RT', '@HAGOODMANAUTHOR', 'SHARE', 'EVERYWHERE', '#TRUMP', '#MUELLER', '#MATTHEWWHITAKER', '#CLINTONEMAILS', '#CLINTONFOUNDATION', 'PAY', 'TO', 'PLAY', 'TESTI…']",RT @HAGOODMANAUTHOR SHARE EVERYWHERE #TRUMP #MUELLER #MATTHEWWHITAKER #CLINTONEMAILS #CLINTONFOUNDATION PAY TO PLAY TESTI…,"[('RT', '@HAGOODMANAUTHOR'), ('@HAGOODMANAUTHOR', 'SHARE'), ('SHARE', 'EVERYWHERE'), ('EVERYWHERE', '#TRUMP'), ('#TRUMP', '#MUELLER'), ('#MUELLER', '#MATTHEWWHITAKER'), ('#MATTHEWWHITAKER', '#CLINTONEMAILS'), ('#CLINTONEMAILS', '#CLINTONFOUNDATION'), ('#CLINTONFOUNDATION', 'PAY'), ('PAY', 'TO'), ('TO', 'PLAY'), ('PLAY', 'TESTI…')]","[('RT', '@HAGOODMANAUTHOR', 'SHARE'), ('@HAGOODMANAUTHOR', 'SHARE', 'EVERYWHERE'), ('SHARE', 'EVERYWHERE', '#TRUMP'), ('EVERYWHERE', '#TRUMP', '#MUELLER'), ('#TRUMP', '#MUELLER', '#MATTHEWWHITAKER'), ('#MUELLER', '#MATTHEWWHITAKER', '#CLINTONEMAILS'), ('#MATTHEWWHITAKER', '#CLINTONEMAILS', '#CLINTONFOUNDATION'), ('#CLINTONEMAILS', '#CLINTONFOUNDATION', 'PAY'), ('#CLINTONFOUNDATION', 'PAY', 'TO'), ('PAY', 'TO', 'PLAY'), ('TO', 'PLAY', 'TESTI…')]",Negative,1
